Name,Patners 1,Skills ,Skills 2,Skills 3,Skills 4,Skills 5,Skills 6,Skills 7,Skills 8,Skills 9,Skills 10,Skills 11,Skills 12,Skills 13,Skills 14,Skills 15,Skills 16,Skills 17,Skills 18,Skills 19,Url,Job category,Difficulty,Duration,skill_list,skill_list_clean
GIS Data Acquisition and Map Design,University of Toronto,Geographic Information Systems,Geospatial Information and Technology,Geospatial Mapping,GIS Software,Data Mapping,Spatial Data Analysis,Metadata Management,Quantitative Research,Spatial Analysis,Typography,Data Cleansing,Data Manipulation,Design Elements And Principles,Data Import/Export,,,,,,https://www.coursera.org/learn/gis-data-acquisition-map-design,Design/Creative Specialist,BEGINNER,ONE_TO_THREE_MONTHS,"['geographic information systems', 'geospatial information and technology', 'geospatial mapping', 'gis software', 'data mapping', 'spatial data analysis', 'metadata management', 'quantitative research', 'spatial analysis', 'typography', 'data cleansing', 'data manipulation', 'design elements and principles', 'data import/export']","['geographic information systems', 'geospatial information and technology', 'geospatial mapping', 'gis software', 'data mapping', 'spatial data analysis', 'metadata management', 'quantitative research', 'spatial analysis', 'typography', 'data cleansing', 'data manipulation', 'design elements and principles', 'data import/export']"
"Digital Marketing: Platforms, Data, and Technologies",University of Illinois Urbana-Champaign,MarTech,Data Architecture,Data-Driven Marketing,Digital Marketing Tools,Digital Marketing,Marketing Strategies,AI Personalization,Marketing Analytics,Digital Analysis,Blockchain,Consumer Behaviour,Data Integrity,Image Analysis,Data Ethics,Analytics,Generative AI,Performance Measurement,,,https://www.coursera.org/learn/digital-analytics,Digital Marketing Specialist,BEGINNER,ONE_TO_FOUR_WEEKS,"['martech', 'data architecture', 'data-driven marketing', 'digital marketing tools', 'digital marketing', 'marketing strategies', 'ai personalization', 'marketing analytics', 'digital analysis', 'blockchain', 'consumer behaviour', 'data integrity', 'image analysis', 'data ethics', 'analytics', 'generative ai', 'performance measurement']","['martech', 'data architecture', 'data-driven marketing', 'digital marketing tools', 'digital marketing', 'marketing strategies', 'ai personalization', 'marketing analytics', 'digital analysis', 'blockchain', 'consumer behaviour', 'data integrity', 'image analysis', 'data ethics', 'analytics', 'generative ai', 'performance measurement']"
Applying Data Analytics in Accounting,University of Illinois Urbana-Champaign,Data Governance,Accounting,Data Management,Internal Controls,Internal Auditing,Control Objectives for Information and Related Technology (COBIT),Auditing,General Accounting,Financial Auditing,Fraud detection,Data Quality,Data Integrity,Exploratory Data Analysis,Data Manipulation,Pandas (Python Package),Data Analysis,Analytics,GitHub,Python Programming,https://www.coursera.org/learn/applying-data-analytics-accounting,Data Analyst,INTERMEDIATE,ONE_TO_FOUR_WEEKS,"['data governance', 'accounting', 'data management', 'internal controls', 'internal auditing', 'control objectives for information and related technology (cobit)', 'auditing', 'general accounting', 'financial auditing', 'fraud detection', 'data quality', 'data integrity', 'exploratory data analysis', 'data manipulation', 'pandas (python package)', 'data analysis', 'analytics', 'github', 'python programming']","['data governance', 'accounting', 'data management', 'internal controls', 'internal auditing', 'control objectives for information and related technology (cobit)', 'auditing', 'general accounting', 'financial auditing', 'fraud detection', 'data quality', 'data integrity', 'exploratory data analysis', 'data manipulation', 'pandas (python package)', 'data analysis', 'analytics', 'github', 'python programming']"
"Competitive Intel, Trends and Data Sourcing",Coursera,Market Intelligence,Competitive Intelligence,Competitive Analysis,Market Research,Market Analysis,Market Data,Market Trend,Market Opportunities,Market Dynamics,Trend Analysis,Demand Planning,Business Reporting,Research Reports,Report Writing,Data Collection,Product Strategy,Forecasting,Data Validation,Time Series Analysis and Forecasting,https://www.coursera.org/learn/competitive-intel-trends-and-data-sourcing,General IT Specialist,BEGINNER,ONE_TO_THREE_MONTHS,"['market intelligence', 'competitive intelligence', 'competitive analysis', 'market research', 'market analysis', 'market data', 'market trend', 'market opportunities', 'market dynamics', 'trend analysis', 'demand planning', 'business reporting', 'research reports', 'report writing', 'data collection', 'product strategy', 'forecasting', 'data validation', 'time series analysis and forecasting']","['market intelligence', 'competitive intelligence', 'competitive analysis', 'market research', 'market analysis', 'market data', 'market trend', 'market opportunities', 'market dynamics', 'trend analysis', 'demand planning', 'business reporting', 'research reports', 'report writing', 'data collection', 'product strategy', 'forecasting', 'data validation', 'time series analysis and forecasting']"
Data Preparation and Evaluation with Copilot,Microsoft,Microsoft Copilot,Data Quality,Anomaly Detection,Generative Adversarial Networks (GANs),Data Ethics,Generative AI,Data Pipelines,Data Cleansing,Data Preprocessing,Data Synthesis,Data Validation,Data Processing,Responsible AI,Natural Language Processing,,,,,,https://www.coursera.org/learn/data-preparation-and-evaluation-with-copilot,General IT Specialist,BEGINNER,ONE_TO_FOUR_WEEKS,"['microsoft copilot', 'data quality', 'anomaly detection', 'generative adversarial networks (gans)', 'data ethics', 'generative ai', 'data pipelines', 'data cleansing', 'data preprocessing', 'data synthesis', 'data validation', 'data processing', 'responsible ai', 'natural language processing']","['microsoft copilot', 'data quality', 'anomaly detection', 'generative adversarial networks (gans)', 'data ethics', 'generative ai', 'data pipelines', 'data cleansing', 'data preprocessing', 'data synthesis', 'data validation', 'data processing', 'responsible ai', 'natural language processing']"
Java: Data Structures and Algorithms,Codio,Data Structures,Graph Theory,Algorithms,Java,Java Programming,Data Management,Secure Coding,Theoretical Computer Science,Programming Principles,Other Programming Languages,Performance Tuning,Computer Programming,,,,,,,,https://www.coursera.org/specializations/codio-java-dsa,General IT Specialist,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['data structures', 'graph theory', 'algorithms', 'java', 'java programming', 'data management', 'secure coding', 'theoretical computer science', 'programming principles', 'other programming languages', 'performance tuning', 'computer programming']","['data structures', 'graph theory', 'algorithms', 'java', 'java programming', 'data management', 'secure coding', 'theoretical computer science', 'programming principles', 'other programming languages', 'performance tuning', 'computer programming']"
Joining Data in R using dplyr,Coursera,Data Cleansing,Data Manipulation,Data Integration,R Programming,Data Wrangling,Data Preprocessing,Tidyverse (R Package),Data Processing,R (Software),Data Management,,,,,,,,,,https://www.coursera.org/projects/joining-data-in-r-using-dplyr,General IT Specialist,INTERMEDIATE,LESS_THAN_TWO_HOURS,"['data cleansing', 'data manipulation', 'data integration', 'r programming', 'data wrangling', 'data preprocessing', 'tidyverse (r package)', 'data processing', 'r (software)', 'data management']","['data cleansing', 'data manipulation', 'data integration', 'r programming', 'data wrangling', 'data preprocessing', 'tidyverse (r package)', 'data processing', 'r (software)', 'data management']"
Creating Features for Time Series Data,SAS,Time Series Analysis and Forecasting,SAS (Software),Feature Engineering,Statistical Analysis,Data Analysis Software,Data Analysis,Digital Signal Processing,Statistical Software,Data Transformation,Exploratory Data Analysis,Data Preprocessing,Unsupervised Learning,Data Processing,Dimensionality Reduction,,,,,,https://www.coursera.org/learn/time-series-features,General IT Specialist,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['time series analysis and forecasting', 'sas (software)', 'feature engineering', 'statistical analysis', 'data analysis software', 'data analysis', 'digital signal processing', 'statistical software', 'data transformation', 'exploratory data analysis', 'data preprocessing', 'unsupervised learning', 'data processing', 'dimensionality reduction']","['time series analysis and forecasting', 'sas (software)', 'feature engineering', 'statistical analysis', 'data analysis software', 'data analysis', 'digital signal processing', 'statistical software', 'data transformation', 'exploratory data analysis', 'data preprocessing', 'unsupervised learning', 'data processing', 'dimensionality reduction']"
Bachelor of Science in Data Science & AI,IIT Guwahati,Package and Software Management,Cloud Computing Architecture,Linear Algebra,Data Structures,Time Series Analysis and Forecasting,R (Software),Data Warehousing,Database Design,Model Evaluation,Database Management,Social Network Analysis,Algorithms,Java Programming,Deep Learning,Portfolio Management,Oral Comprehension,C (Programming Language),Econometrics,Spreadsheet Software,https://www.coursera.org/degrees/bachelor-of-science-data-science-ai-iitguwahati,Data Scientist,,ONE_TO_FOUR_YEARS,"['package and software management', 'cloud computing architecture', 'linear algebra', 'data structures', 'time series analysis and forecasting', 'r (software)', 'data warehousing', 'database design', 'model evaluation', 'database management', 'social network analysis', 'algorithms', 'java programming', 'deep learning', 'portfolio management', 'oral comprehension', 'c (programming language)', 'econometrics', 'spreadsheet software']","['package and software management', 'cloud computing architecture', 'linear algebra', 'data structures', 'time series analysis and forecasting', 'r (software)', 'data warehousing', 'database design', 'model evaluation', 'database management', 'social network analysis', 'algorithms', 'java programming', 'deep learning', 'portfolio management', 'oral comprehension', 'c (programming language)', 'econometrics', 'spreadsheet software']"
"Invoices: Tax, Data & Spreadsheets",Coursera,Invoicing,Billing & Invoicing,Accounting Records,Billing,Excel Formulas,Spreadsheet Software,Tax Compliance,Payment Processing and Collection,Tax Management,Microsoft Excel,Regulation and Legal Compliance,Sales Tax,Regulatory Requirements,Automation,,,,,,https://www.coursera.org/learn/invoices-tax-data--spreadsheets,General IT Specialist,BEGINNER,ONE_TO_FOUR_WEEKS,"['invoicing', 'billing & invoicing', 'accounting records', 'billing', 'excel formulas', 'spreadsheet software', 'tax compliance', 'payment processing and collection', 'tax management', 'microsoft excel', 'regulation and legal compliance', 'sales tax', 'regulatory requirements', 'automation']","['invoicing', 'billing & invoicing', 'accounting records', 'billing', 'excel formulas', 'spreadsheet software', 'tax compliance', 'payment processing and collection', 'tax management', 'microsoft excel', 'regulation and legal compliance', 'sales tax', 'regulatory requirements', 'automation']"
